COD_DANE,year,poblacion_dane,temp_media_c,prec_anual_mm,proyectos_carbono_co
13473,2016,,,,0
13473,2017,,,,0
13473,2018,,,,0
13473,2019,,,,0
13473,2020,,,,0
13473,2021,,,,0
13473,2022,,,,0
13473,2023,,,,0
13473,2024,,,,0
13490,2001,,,,0
13490,2002,,,,0
13490,2003,,,,0
13490,2004,,,,0
13490,2005,,,,0
13490,2006,,,,0
13490,2007,,,,0
13490,2008,,,,0
13490,2009,,,,0
13490,2010,,,,0
13490,2011,,,,0
13490,2012,,,,0
13490,2013,,,,0
13490,2014,,,,0
13490,2015,,,,0
13490,2016,,,,0
13490,2017,,,,0
13490,2018,,,,0
13490,2019,,,,0
13490,2020,,,,0
13490,2021,,,,0
13490,2022,,,,0
13490,2023,,,,0
13490,2024,,,,0
13549,2001,,,,0
13549,2002,,,,0
13549,2003,,,,0
13549,2004,,,,0
13549,2005,,,,0
13549,2006,,,,0
13549,2007,,,,0
13549,2008,,,,0
13549,2009,,,,0
13549,2010,,,,0
13549,2011,,,,0
13549,2012,,,,0
13549,2013,,,,0
13549,2014,,,,0
13549,2015,,,,0
13549,2016,,,,0
13549,2017,,,,0
13549,2018,,,,0
13549,2019,,,,0
13549,2020,,,,0
13549,2021,,,,0
13549,2022,,,,0
13549,2023,,,,0
13549,2024,,,,0
13580,2001,,,,0
13580,2002,,,,0
13580,2003,,,,0
13580,2004,,,,0
13580,2005,,,,0
13580,2006,,,,0
13580,2007,,,,0
13580,2008,,,,0
13580,2009,,,,0
13580,2010,,,,0
13580,2011,,,,0
13580,2012,,,,0
13580,2013,,,,0
13580,2014,,,,0
13580,2015,,,,0
13580,2016,,,,0
13580,2017,,,,0
13580,2018,,,,0
13580,2019,,,,0
13580,2020,,,,0
13580,2021,,,,0
13580,2022,,,,0
13580,2023,,,,0
13580,2024,,,,0
13600,2001,,,,0
13600,2002,,,,0
13600,2003,,,,0
13600,2004,,,,0
13600,2005,,,,0
13600,2006,,,,0
13600,2007,,,,0
13600,2008,,,,0
13600,2009,,,,0
13600,2010,,,,0
13600,2011,,,,0
13600,2012,,,,0
13600,2013,,,,0
13600,2014,,,,0
13600,2015,,,,0
13600,2016,,,,0
13600,2017,,,,0
13600,2018,,,,0
13600,2019,,,,0
13600,2020,,,,0
13600,2021,,,,0
13600,2022,,,,0
13600,2023,,,,0
13600,2024,,,,0
13620,2001,,,,0
13620,2002,,,,0
13620,2003,,,,0
13620,2004,,,,0
13620,2005,,,,0
13620,2006,,,,0
13620,2007,,,,0
13620,2008,,,,0
13620,2009,,,,0
13620,2010,,,,0
13620,2011,,,,0
13620,2012,,,,0
13620,2013,,,,0
13620,2014,,,,0
13620,2015,,,,0
13620,2016,,,,0
13620,2017,,,,0
13620,2018,,,,0
13620,2019,,,,0
13620,2020,,,,0
13620,2021,,,,0
13620,2022,,,,0
13620,2023,,,,0
13620,2024,,,,0
13647,2001,,,,0
13647,2002,,,,0
13647,2003,,,,0
13647,2004,,,,0
13647,2005,,,,0
13647,2006,,,,0
13647,2007,,,,0
13647,2008,,,,0
13647,2009,,,,0
13647,2010,,,,0
13647,2011,,,,0
13647,2012,,,,0
13647,2013,,,,0
13647,2014,,,,0
13647,2015,,,,0
13647,2016,,,,0
13647,2017,,,,0
13647,2018,,,,0
13647,2019,,,,0
13647,2020,,,,0
13647,2021,,,,0
13647,2022,,,,0
13647,2023,,,,0
13647,2024,,,,0
13650,2001,,,,0
13650,2002,,,,0
13650,2003,,,,0
13650,2004,,,,0
13650,2005,,,,0
13650,2006,,,,0
13650,2007,,,,0
13650,2008,,,,0
13650,2009,,,,0
13650,2010,,,,0
13650,2011,,,,0
13650,2012,,,,0
13650,2013,,,,0
13650,2014,,,,0
13650,2015,,,,0
13650,2016,,,,0
13650,2017,,,,0
13650,2018,,,,0
13650,2019,,,,0
13650,2020,,,,0
13650,2021,,,,0
13650,2022,,,,0
13650,2023,,,,0
13650,2024,,,,0
13654,2001,,,,0
13654,2002,,,,0
13654,2003,,,,0
13654,2004,,,,0
13654,2005,,,,0
13654,2006,,,,0
13654,2007,,,,0
13654,2008,,,,0
13654,2009,,,,0
13654,2010,,,,0
13654,2011,,,,0
13654,2012,,,,0
13654,2013,,,,0
13654,2014,,,,0
13654,2015,,,,0
13654,2016,,,,0
13654,2017,,,,0
13654,2018,,,,0
13654,2019,,,,0
13654,2020,,,,0
13654,2021,,,,0
13654,2022,,,,0
13654,2023,,,,0
13654,2024,,,,0
13655,2001,,,,0
13655,2002,,,,0
13655,2003,,,,0
13655,2004,,,,0
13655,2005,,,,0
13655,2006,,,,0
13655,2007,,,,0
13655,2008,,,,0
13655,2009,,,,0
13655,2010,,,,0
13655,2011,,,,0
13655,2012,,,,0
13655,2013,,,,0
13655,2014,,,,0
13655,2015,,,,0
13655,2016,,,,0
13655,2017,,,,0
13655,2018,,,,0
13655,2019,,,,0
13655,2020,,,,0
13655,2021,,,,0
13655,2022,,,,0
13655,2023,,,,0
13655,2024,,,,0
13657,2001,,,,0
13657,2002,,,,0
13657,2003,,,,0
13657,2004,,,,0
13657,2005,,,,0
13657,2006,,,,0
13657,2007,,,,0
13657,2008,,,,0
13657,2009,,,,0
13657,2010,,,,0
13657,2011,,,,0
13657,2012,,,,0
13657,2013,,,,0
13657,2014,,,,0
13657,2015,,,,0
13657,2016,,,,0
13657,2017,,,,0
13657,2018,,,,0
13657,2019,,,,0
13657,2020,,,,0
13657,2021,,,,0
13657,2022,,,,0
13657,2023,,,,0
13657,2024,,,,0
13667,2001,,,,0
13667,2002,,,,0
13667,2003,,,,0
13667,2004,,,,0
13667,2005,,,,0
13667,2006,,,,0
13667,2007,,,,0
13667,2008,,,,0
13667,2009,,,,0
13667,2010,,,,0
13667,2011,,,,0
13667,2012,,,,0
13667,2013,,,,0
13667,2014,,,,0
13667,2015,,,,0
13667,2016,,,,0
13667,2017,,,,0
13667,2018,,,,0
13667,2019,,,,0
13667,2020,,,,0
13667,2021,,,,0
13667,2022,,,,0
13667,2023,,,,0
13667,2024,,,,0
13670,2001,,,,0
13670,2002,,,,0
13670,2003,,,,0
13670,2004,,,,0
13670,2005,,,,0
13670,2006,,,,0
13670,2007,,,,0
13670,2008,,,,0
13670,2009,,,,0
13670,2010,,,,0
13670,2011,,,,0
13670,2012,,,,0
13670,2013,,,,0
13670,2014,,,,0
13670,2015,,,,0
13670,2016,,,,0
13670,2017,,,,0
13670,2018,,,,0
13670,2019,,,,0
13670,2020,,,,0
13670,2021,,,,0
13670,2022,,,,0
13670,2023,,,,0
13670,2024,,,,0
13673,2001,,,,0
13673,2002,,,,0
13673,2003,,,,0
13673,2004,,,,0
13673,2005,,,,0
13673,2006,,,,0
13673,2007,,,,0
13673,2008,,,,0
13673,2009,,,,0
13673,2010,,,,0
13673,2011,,,,0
13673,2012,,,,0
13673,2013,,,,0
13673,2014,,,,0
13673,2015,,,,0
13673,2016,,,,0
13673,2017,,,,0
13673,2018,,,,0
13673,2019,,,,0
13673,2020,,,,0
13673,2021,,,,0
13673,2022,,,,0
13673,2023,,,,0
13673,2024,,,,0
13683,2001,,,,0
13683,2002,,,,0
13683,2003,,,,0
13683,2004,,,,0
13683,2005,,,,0
13683,2006,,,,0
13683,2007,,,,0
13683,2008,,,,0
13683,2009,,,,0
13683,2010,,,,0
13683,2011,,,,0
13683,2012,,,,0
13683,2013,,,,0
13683,2014,,,,0
13683,2015,,,,0
13683,2016,,,,0
13683,2017,,,,0
13683,2018,,,,0
13683,2019,,,,0
13683,2020,,,,0
13683,2021,,,,0
13683,2022,,,,0
13683,2023,,,,0
13683,2024,,,,0
13688,2001,,,,0
13688,2002,,,,0
13688,2003,,,,0
13688,2004,,,,0
13688,2005,,,,0
13688,2006,,,,0
13688,2007,,,,0
13688,2008,,,,0
13688,2009,,,,0
13688,2010,,,,0
13688,2011,,,,0
13688,2012,,,,0
13688,2013,,,,0
13688,2014,,,,0
13688,2015,,,,0
13688,2016,,,,0
13688,2017,,,,0
13688,2018,,,,0
13688,2019,,,,0
13688,2020,,,,0
13688,2021,,,,0
13688,2022,,,,0
13688,2023,,,,0
13688,2024,,,,0
13744,2001,,,,0
13744,2002,,,,0
13744,2003,,,,0
13744,2004,,,,0
13744,2005,,,,0
13744,2006,,,,0
13744,2007,,,,0
13744,2008,,,,0
13744,2009,,,,0
13744,2010,,,,0
13744,2011,,,,0
13744,2012,,,,0
13744,2013,,,,0
13744,2014,,,,0
13744,2015,,,,0
13744,2016,,,,0
13744,2017,,,,0
13744,2018,,,,0
13744,2019,,,,0
13744,2020,,,,0
13744,2021,,,,0
13744,2022,,,,0
13744,2023,,,,0
13744,2024,,,,0
13760,2001,,,,0
13760,2002,,,,0
13760,2003,,,,0
13760,2004,,,,0
13760,2005,,,,0
13760,2006,,,,0
13760,2007,,,,0
13760,2008,,,,0
13760,2009,,,,0
13760,2010,,,,0
13760,2011,,,,0
13760,2012,,,,0
13760,2013,,,,0
13760,2014,,,,0
13760,2015,,,,0
13760,2016,,,,0
13760,2017,,,,0
13760,2018,,,,0
13760,2019,,,,0
13760,2020,,,,0
13760,2021,,,,0
13760,2022,,,,0
13760,2023,,,,0
13760,2024,,,,0
13780,2001,,,,0
13780,2002,,,,0
13780,2003,,,,0
13780,2004,,,,0
13780,2005,,,,0
13780,2006,,,,0
13780,2007,,,,0
13780,2008,,,,0
13780,2009,,,,0
13780,2010,,,,0
13780,2011,,,,0
13780,2012,,,,0
13780,2013,,,,0
13780,2014,,,,0
13780,2015,,,,0
13780,2016,,,,0
13780,2017,,,,0
13780,2018,,,,0
13780,2019,,,,0
13780,2020,,,,0
13780,2021,,,,0
13780,2022,,,,0
13780,2023,,,,0
13780,2024,,,,0
13810,2001,,,,0
13810,2002,,,,0
13810,2003,,,,0
13810,2004,,,,0
13810,2005,,,,0
13810,2006,,,,0
13810,2007,,,,0
13810,2008,,,,0
13810,2009,,,,0
13810,2010,,,,0
13810,2011,,,,0
13810,2012,,,,0
13810,2013,,,,0
13810,2014,,,,0
13810,2015,,,,0
13810,2016,,,,0
13810,2017,,,,0
13810,2018,,,,0
13810,2019,,,,0
13810,2020,,,,0
13810,2021,,,,0
13810,2022,,,,0
13810,2023,,,,0
13810,2024,,,,0
13836,2001,,,,0
13836,2002,,,,0
13836,2003,,,,0
13836,2004,,,,0
13836,2005,,,,0
13836,2006,,,,0
13836,2007,,,,0
13836,2008,,,,0
13836,2009,,,,0
13836,2010,,,,0
13836,2011,,,,0
13836,2012,,,,0
13836,2013,,,,0
13836,2014,,,,0
13836,2015,,,,0
13836,2016,,,,0
13836,2017,,,,0
13836,2018,,,,0
13836,2019,,,,0
13836,2020,,,,0
13836,2021,,,,0
13836,2022,,,,0
13836,2023,,,,0
13836,2024,,,,0
13838,2001,,,,0
13838,2002,,,,0
13838,2003,,,,0
13838,2004,,,,0
13838,2005,,,,0
13838,2006,,,,0
13838,2007,,,,0
13838,2008,,,,0
13838,2009,,,,0
13838,2010,,,,0
13838,2011,,,,0
13838,2012,,,,0
13838,2013,,,,0
13838,2014,,,,0
13838,2015,,,,0
13838,2016,,,,0
13838,2017,,,,0
13838,2018,,,,0
13838,2019,,,,0
13838,2020,,,,0
13838,2021,,,,0
13838,2022,,,,0
13838,2023,,,,0
13838,2024,,,,0
13873,2001,,,,0
13873,2002,,,,0
13873,2003,,,,0
13873,2004,,,,0
13873,2005,,,,0
13873,2006,,,,0
13873,2007,,,,0
13873,2008,,,,0
13873,2009,,,,0
13873,2010,,,,0
13873,2011,,,,0
13873,2012,,,,0
13873,2013,,,,0
13873,2014,,,,0
13873,2015,,,,0
13873,2016,,,,0
13873,2017,,,,0
13873,2018,,,,0
13873,2019,,,,0
13873,2020,,,,0
13873,2021,,,,0
13873,2022,,,,0
13873,2023,,,,0
13873,2024,,,,0
13894,2001,,,,0
13894,2002,,,,0
13894,2003,,,,0
13894,2004,,,,0
13894,2005,,,,0
13894,2006,,,,0
13894,2007,,,,0
13894,2008,,,,0
13894,2009,,,,0
13894,2010,,,,0
13894,2011,,,,0
13894,2012,,,,0
13894,2013,,,,0
13894,2014,,,,0
13894,2015,,,,0
13894,2016,,,,0
13894,2017,,,,0
13894,2018,,,,0
13894,2019,,,,0
13894,2020,,,,0
13894,2021,,,,0
13894,2022,,,,0
13894,2023,,,,0
13894,2024,,,,0
15001,2001,,,,0
15001,2002,,,,0
15001,2003,,,,0
15001,2004,,,,0
15001,2005,,,,0
15001,2006,,,,0
15001,2007,,,,0
15001,2008,,,,0
15001,2009,,,,0
15001,2010,,,,0
15001,2011,,,,0
15001,2012,,,,0
15001,2013,,,,0
15001,2014,,,,0
15001,2015,,,,0
15001,2016,,,,0
15001,2017,,,,0
15001,2018,,,,0
15001,2019,,,,0
15001,2020,,,,0
15001,2021,,,,0
15001,2022,,,,0
15001,2023,,,,0
15001,2024,,,,0
15022,2001,,,,0
15022,2002,,,,0
15022,2003,,,,0
15022,2004,,,,0
15022,2005,,,,0
15022,2006,,,,0
15022,2007,,,,0
15022,2008,,,,0
15022,2009,,,,0
15022,2010,,,,0
15022,2011,,,,0
15022,2012,,,,0
15022,2013,,,,0
15022,2014,,,,0
15022,2015,,,,0
15022,2016,,,,0
15022,2017,,,,0
15022,2018,,,,0
15022,2019,,,,0
15022,2020,,,,0
15022,2021,,,,0
15022,2022,,,,0
15022,2023,,,,0
15022,2024,,,,0
15047,2001,,,,0
15047,2002,,,,0
15047,2003,,,,0
15047,2004,,,,0
15047,2005,,,,0
15047,2006,,,,0
15047,2007,,,,0
15047,2008,,,,0
15047,2009,,,,0
15047,2010,,,,0
15047,2011,,,,0
15047,2012,,,,0
15047,2013,,,,0
15047,2014,,,,0
15047,2015,,,,0
15047,2016,,,,0
15047,2017,,,,0
15047,2018,,,,0
15047,2019,,,,0
15047,2020,,,,0
15047,2021,,,,0
15047,2022,,,,0
15047,2023,,,,0
15047,2024,,,,0
15051,2001,,,,0
15051,2002,,,,0
15051,2003,,,,0
15051,2004,,,,0
15051,2005,,,,0
15051,2006,,,,0
15051,2007,,,,0
15051,2008,,,,0
15051,2009,,,,0
15051,2010,,,,0
15051,2011,,,,0
15051,2012,,,,0
15051,2013,,,,0
15051,2014,,,,0
15051,2015,,,,0
15051,2016,,,,0
15051,2017,,,,0
15051,2018,,,,0
15051,2019,,,,0
15051,2020,,,,0
15051,2021,,,,0
15051,2022,,,,0
15051,2023,,,,0
15051,2024,,,,0
15087,2001,,,,0
15087,2002,,,,0
15087,2003,,,,0
15087,2004,,,,0
15087,2005,,,,0
15087,2006,,,,0
15087,2007,,,,0
15087,2008,,,,0
15087,2009,,,,0
15087,2010,,,,0
15087,2011,,,,0
15087,2012,,,,0
15087,2013,,,,0
15087,2014,,,,0
15087,2015,,,,0
15087,2016,,,,0
15087,2017,,,,0
15087,2018,,,,0
15087,2019,,,,0
15087,2020,,,,0
15087,2021,,,,0
15087,2022,,,,0
15087,2023,,,,0
15087,2024,,,,0
15090,2001,,,,0
15090,2002,,,,0
15090,2003,,,,0
15090,2004,,,,0
15090,2005,,,,0
15090,2006,,,,0
15090,2007,,,,0
15090,2008,,,,0
15090,2009,,,,0
15090,2010,,,,0
15090,2011,,,,0
15090,2012,,,,0
15090,2013,,,,0
15090,2014,,,,0
15090,2015,,,,0
15090,2016,,,,0
